Time,Soil(%),Temp(C),Humidity(%),Motor,Rain,PIR
0:18:13,38,31.3,84.4,Off,No,Found
0:18:14,38,31.3,84.6,Off,No,Found
0:18:15,38,31.3,84.4,Off,No,Found
0:18:16,38,31.3,84.3,Off,No,Found
0:18:17,38,31.3,84.2,Off,No,Found
0:18:18,38,31.2,84,Off,No,Found
0:18:19,38,31.2,83.6,Off,No,Found
0:18:20,38,31.2,83.3,Off,No,Found
0:18:21,38,31.2,83.4,Off,No,Found
0:18:22,38,31.2,83.6,Off,No,Found
0:18:23,38,31.2,83.9,Off,No,Found
0:18:24,38,31.2,83.8,Off,No,Found
0:18:25,38,31.2,84.1,Off,No,Found
0:18:26,38,31.2,84.4,Off,No,Found
0:18:27,38,31.2,84.6,Off,No,Found
0:18:28,38,31.2,84.3,Off,No,Found
0:18:29,38,31.2,84.6,Off,No,Found
0:18:30,37,31.2,83.9,Off,No,Found
0:18:31,38,31.2,84.2,Off,No,Found
0:18:32,38,31.2,84.2,Off,No,Found
0:18:33,38,31.2,84.2,Off,No,Found
0:18:34,38,31.3,84.4,Off,No,Found
0:18:35,38,31.3,84.1,Off,No,Found
0:18:36,38,31.3,84.3,Off,No,Found
0:18:37,38,31.3,84.8,Off,No,Found
0:18:38,38,31.3,84.3,Off,No,Found
0:18:39,38,31.3,84.3,Off,No,Found
0:18:40,39,31.3,84,Off,No,Found
0:18:41,38,31.3,84,Off,No,Found
0:18:42,38,31.3,83.8,Off,No,Found
0:18:43,38,31.3,83.7,Off,No,Found
0:18:44,38,31.3,83.6,Off,No,Found
0:18:45,38,31.3,83.9,Off,No,None
0:18:46,38,31.3,84.1,Off,No,Found
0:18:47,38,31.3,84.2,Off,No,Found
0:18:48,38,31.3,84.4,Off,No,Found
0:18:49,38,31.3,84.4,Off,No,Found
0:18:50,38,31.4,84.6,Off,No,Found
0:18:51,38,31.3,84.5,Off,No,Found
0:18:52,38,31.3,84.8,Off,No,Found
0:18:53,38,31.3,84.5,Off,No,Found
0:18:54,38,31.4,84.6,Off,No,Found
0:18:55,38,31.3,84.6,Off,No,Found
0:18:56,38,31.3,84.6,Off,No,Found
0:18:57,38,31.3,84.7,Off,No,Found
0:18:58,38,31.3,84.7,Off,No,Found
0:18:59,38,31.3,84.2,Off,No,Found
0:19:00,38,31.3,84.4,Off,No,Found
0:19:01,38,31.3,84.5,Off,No,Found
0:19:02,38,31.3,84.1,Off,No,Found
0:19:03,38,31.3,84.3,Off,No,Found
0:19:04,38,31.3,84.5,Off,No,Found
0:19:05,38,31.3,84.3,Off,No,Found
0:19:06,38,31.3,84.3,Off,No,Found
0:19:07,38,31.3,84.1,Off,No,Found
0:19:08,38,31.3,84.2,Off,No,Found
0:19:09,38,31.3,84.2,Off,No,Found
0:19:10,38,31.3,84.3,Off,No,Found
0:19:11,38,31.3,84.4,Off,No,Found
0:19:12,38,31.4,84.4,Off,No,Found
0:19:13,38,31.4,84.1,Off,No,Found
0:19:14,38,31.4,84.2,Off,No,Found
0:19:15,38,31.4,84,Off,No,Found
0:19:16,38,31.4,84,Off,No,Found
0:19:17,38,31.4,84.2,Off,No,Found
0:19:18,38,31.4,84.3,Off,No,Found
0:19:19,38,31.4,84,Off,No,Found
0:19:20,38,31.4,84.3,Off,No,Found
0:19:21,38,31.4,84.2,Off,No,Found
0:19:22,38,31.4,84.1,Off,No,Found
0:19:23,38,31.4,84.3,Off,No,Found
0:19:24,38,31.4,84.4,Off,No,Found
0:19:25,38,31.4,84.4,Off,No,Found
0:19:26,38,31.4,84.4,Off,No,Found
0:19:27,38,31.4,84.5,Off,No,Found
0:19:28,38,31.4,84.4,Off,No,Found
0:19:29,38,31.4,84.5,Off,No,Found
0:19:30,38,31.4,84.2,Off,No,Found
0:19:31,38,31.4,83.9,Off,No,Found
0:19:32,38,31.4,83.1,Off,No,Found
0:19:33,38,31.4,82.3,Off,No,Found
0:19:34,38,31.4,82.1,Off,No,Found
0:19:35,38,31.4,82.1,Off,No,Found
0:19:36,38,31.4,82.4,Off,No,Found
0:19:37,38,31.4,83.1,Off,No,Found
0:19:38,38,31.4,83.7,Off,No,Found
0:19:39,38,31.4,83.9,Off,No,Found
0:19:40,38,31.4,84,Off,No,Found
0:19:41,38,31.4,84.1,Off,No,Found
0:19:42,38,31.4,83.2,Off,No,Found
0:19:43,38,31.3,81.7,Off,No,Found
0:19:44,38,31.3,80.2,Off,No,Found
0:19:45,38,31.3,79.7,Off,No,Found
0:19:46,38,31.3,80.4,Off,No,Found
0:19:47,38,31.3,81.4,Off,No,Found
0:19:48,38,31.3,81.9,Off,No,Found
0:19:49,38,31.3,82.7,Off,No,Found
0:19:50,38,31.3,82.4,Off,No,Found
0:19:51,38,31.3,82.4,Off,No,Found
0:19:52,38,31.3,82.3,Off,No,Found
0:19:53,38,31.3,83,Off,No,Found
0:19:54,38,31.3,83.4,Off,No,Found
0:19:55,38,31.3,84.1,Off,No,Found
0:19:56,38,31.2,84.1,Off,No,Found
0:19:57,38,31.2,84.3,Off,No,Found
0:19:58,38,31.3,84.2,Off,No,Found
0:19:59,38,31.2,83.2,Off,No,Found
0:20:00,38,31.2,82.7,Off,No,Found
0:20:01,38,31.3,82.8,Off,No,Found
0:20:02,38,31.2,83.1,Off,No,Found
0:20:03,38,31.2,82.9,Off,No,Found
0:20:04,38,31.2,82.1,Off,No,Found
0:20:05,38,31.2,81.1,Off,No,Found
0:20:06,38,31.2,79.9,Off,No,Found
0:20:07,38,31.2,79.6,Off,No,Found
0:20:08,38,31.2,79.4,Off,No,Found
0:20:09,38,31.2,79.4,Off,No,Found
0:20:10,38,31.2,80,Off,No,Found
0:20:11,38,31.2,80.7,Off,No,Found
0:20:12,38,31.2,81.5,Off,No,Found
0:20:13,38,31.2,81.9,Off,No,Found
0:20:14,38,31.2,82.3,Off,No,Found
0:20:15,38,31.3,82.4,Off,No,Found
0:20:16,38,31.3,82.1,Off,No,Found
0:20:17,38,31.3,81.3,Off,No,Found
0:20:18,38,31.2,79.8,Off,No,Found
0:20:19,38,31.3,78.8,Off,No,Found
0:20:20,38,31.3,78.1,Off,No,Found
0:20:21,37,31.3,78.4,Off,No,Found
0:20:22,38,31.3,78.6,Off,No,Found
0:20:23,38,31.3,79.6,Off,No,Found
0:20:24,38,31.3,79.8,Off,No,Found
0:20:25,38,31.3,79.5,Off,No,Found
0:20:26,38,31.3,80.1,Off,No,Found
0:20:27,38,31.3,81.1,Off,No,Found
0:20:28,38,31.3,81.2,Off,No,Found
0:20:29,38,31.3,80.8,Off,No,Found
0:20:30,38,31.3,80.7,Off,No,Found
0:20:31,38,31.3,80.9,Off,No,Found
0:20:32,38,31.3,81,Off,No,Found
0:20:33,38,31.3,80.4,Off,No,Found
0:20:34,38,31.3,79.9,Off,No,Found
0:20:35,38,31.3,80.2,Off,No,Found
0:20:36,38,31.3,80.7,Off,No,Found
0:20:37,38,31.3,81.6,Off,No,Found
0:20:38,38,31.4,82.2,Off,No,Found
0:20:39,38,31.4,82.6,Off,No,Found
0:20:40,38,31.4,82.6,Off,No,Found
0:20:41,38,31.3,82.6,Off,No,Found
0:20:42,38,31.4,82.2,Off,No,Found
0:20:43,38,31.4,81.7,Off,No,Found
0:20:44,38,31.3,81.3,Off,No,Found
0:20:45,38,31.3,81.8,Off,No,Found
0:20:46,38,31.3,82.3,Off,No,Found
0:20:47,38,31.4,82.8,Off,No,Found
0:20:48,38,31.4,83.1,Off,No,Found
0:20:49,38,31.4,83.4,Off,No,Found
0:20:50,38,31.4,83.3,Off,No,Found
0:20:51,38,31.4,83.6,Off,No,Found
0:20:52,38,31.4,83.5,Off,No,Found
0:20:53,38,31.3,83.7,Off,No,Found
0:20:54,38,31.3,83.9,Off,No,Found
0:20:55,38,31.3,84.1,Off,No,Found
0:20:56,38,31.3,84.1,Off,No,Found
0:20:57,38,31.3,84.4,Off,No,Found
0:20:58,38,31.3,84.4,Off,No,Found
0:20:59,38,31.3,84.4,Off,No,Found
0:21:00,38,31.3,84.5,Off,No,Found
0:21:01,38,31.3,84.4,Off,No,Found
0:21:02,38,31.2,83.8,Off,No,Found
0:21:03,38,31.2,82.9,Off,No,Found
0:21:04,38,31.2,83.2,Off,No,Found
0:21:05,38,31.2,82.6,Off,No,Found
0:21:06,38,31.2,82,Off,No,Found
0:21:07,38,31.3,82,Off,No,Found
0:21:08,38,31.3,82.7,Off,No,Found
0:21:09,38,31.2,82.4,Off,No,Found
0:21:10,38,31.3,81.7,Off,No,Found
0:21:11,38,31.3,82.3,Off,No,Found
0:21:12,38,31.3,83.3,Off,No,Found
0:21:13,38,31.3,83.8,Off,No,Found
0:21:14,38,31.3,84.2,Off,No,Found
0:21:15,38,31.3,84.2,Off,No,Found
0:21:16,38,31.3,84.2,Off,No,Found
0:21:17,38,31.3,83.5,Off,No,Found
0:21:18,38,31.3,83.4,Off,No,Found
0:21:19,38,31.3,83.4,Off,No,Found
0:21:20,38,31.3,83.1,Off,No,Found
0:21:21,38,31.3,83,Off,No,Found
0:21:22,38,31.3,83.1,Off,No,Found
0:21:23,38,31.3,83.4,Off,No,Found
0:21:24,37,31.3,83.5,Off,No,Found
0:21:25,38,31.3,83.2,Off,No,Found
0:21:26,38,31.4,82.4,Off,No,Found
0:21:27,38,31.4,82.1,Off,No,Found
0:21:28,38,31.4,82.3,Off,No,Found
0:21:29,38,31.4,81.9,Off,No,Found
0:21:30,38,31.4,81.6,Off,No,Found
0:21:31,38,31.4,81.6,Off,No,Found
0:21:32,38,31.4,82.1,Off,No,Found
0:21:33,38,31.4,81.5,Off,No,Found
0:21:34,38,31.4,80.5,Off,No,Found
0:21:35,38,31.3,79.8,Off,No,Found
0:21:36,38,31.3,80.6,Off,No,Found
0:21:37,38,31.3,80.9,Off,No,Found
0:21:38,38,31.3,81.3,Off,No,Found
0:21:39,38,31.3,81.8,Off,No,Found
0:21:40,38,31.3,82.6,Off,No,Found
0:21:41,38,31.3,82.5,Off,No,Found
0:21:42,38,31.3,82,Off,No,Found
0:21:43,38,31.3,83,Off,No,Found
0:21:44,38,31.3,83.5,Off,No,Found
0:21:45,38,31.3,83.8,Off,No,Found
0:21:46,38,31.3,83.9,Off,No,Found
0:21:47,38,31.3,83.9,Off,No,Found
0:21:48,38,31.3,84,Off,No,Found
0:21:49,38,31.3,83.9,Off,No,Found
0:21:50,38,31.4,83.8,Off,No,Found
0:21:51,38,31.3,84,Off,No,Found
0:21:52,38,31.3,83.8,Off,No,Found
0:21:53,38,31.3,83.9,Off,No,Found
0:21:54,38,31.4,84,Off,No,Found
0:21:55,38,31.3,83.6,Off,No,Found
0:21:56,38,31.4,83.6,Off,No,Found
0:21:57,38,31.4,83.9,Off,No,Found
0:21:58,38,31.4,83.5,Off,No,Found
0:21:59,38,31.4,83.7,Off,No,Found
0:22:00,38,31.4,83.6,Off,No,Found
0:22:01,38,31.4,83.8,Off,No,Found
0:22:02,38,31.4,83.8,Off,No,Found
0:22:03,38,31.4,83.9,Off,No,Found
0:22:04,38,31.4,83.8,Off,No,Found
0:22:05,38,31.4,83.8,Off,No,Found
0:22:06,38,31.4,83.8,Off,No,Found
0:22:07,38,31.4,83.5,Off,No,Found
0:22:08,38,31.4,83.8,Off,No,Found
0:22:09,38,31.4,83.7,Off,No,Found
0:22:10,38,31.4,83.7,Off,No,Found
0:22:11,38,31.4,83.8,Off,No,Found
0:22:12,38,31.3,83.9,Off,No,Found
0:22:13,38,31.3,83.8,Off,No,Found
0:22:14,38,31.4,83.9,Off,No,Found
0:22:15,38,31.3,83.8,Off,No,Found
0:22:16,38,31.3,84,Off,No,Found
0:22:17,38,31.3,84,Off,No,Found
0:22:18,38,31.3,84.1,Off,No,Found
0:22:19,38,31.4,84,Off,No,Found
0:22:20,38,31.4,84,Off,No,Found
0:22:21,38,31.4,83.9,Off,No,Found
0:22:22,38,31.4,83.9,Off,No,Found
0:22:23,38,31.4,83.6,Off,No,Found
0:22:24,38,31.4,83.7,Off,No,Found
0:22:25,38,31.4,84,Off,No,Found
0:22:26,38,31.4,83.8,Off,No,Found
0:22:27,38,31.4,83.8,Off,No,Found
0:22:28,38,31.4,83.8,Off,No,Found
0:22:29,38,31.4,83.8,Off,No,Found
0:22:30,38,31.4,83.6,Off,No,Found
0:22:31,38,31.4,83.8,Off,No,Found
0:22:32,38,31.4,83.6,Off,No,Found
0:22:33,38,31.4,83.8,Off,No,Found
0:22:34,38,31.4,83.6,Off,No,Found
0:22:35,38,31.4,83.5,Off,No,Found
0:22:36,38,31.4,83.8,Off,No,Found
0:22:37,38,31.4,83.9,Off,No,Found
0:22:38,38,31.4,83.8,Off,No,Found
0:22:39,38,31.4,84,Off,No,Found
0:22:40,38,31.4,84.4,Off,No,Found
0:22:41,38,31.4,84.2,Off,No,Found
0:22:42,38,31.4,84.2,Off,No,Found
0:22:43,38,31.4,83.9,Off,No,Found
0:22:44,38,31.4,84.2,Off,No,Found
0:22:45,38,31.4,84.3,Off,No,Found
0:22:46,38,31.4,84.3,Off,No,Found
0:22:47,38,31.4,84.3,Off,No,Found
0:22:48,38,31.4,84.3,Off,No,Found
0:22:49,38,31.4,84.3,Off,No,Found
0:22:50,38,31.4,84.1,Off,No,Found
0:22:51,38,31.5,84.2,Off,No,Found
0:22:52,38,31.5,84.1,Off,No,Found
0:22:53,38,31.5,84.2,Off,No,Found
0:22:54,38,31.5,84,Off,No,Found
0:22:55,38,31.6,84.3,Off,No,Found
0:22:56,38,31.6,83.7,Off,No,Found
0:22:57,38,31.6,83.5,Off,No,Found
0:22:58,38,31.6,83.5,Off,No,Found
0:22:59,38,31.6,83.5,Off,No,Found
0:23:00,38,31.6,83.7,Off,No,Found
0:23:01,38,31.6,83.6,Off,No,Found
0:23:02,38,31.6,83.6,Off,No,Found
0:23:03,38,31.6,83.6,Off,No,Found
0:23:04,38,31.6,83.4,Off,No,Found
0:23:05,38,31.6,83.6,Off,No,Found
0:23:06,38,31.6,83.6,Off,No,Found
0:23:07,38,31.7,83.7,Off,No,Found
0:23:08,38,31.7,83.6,Off,No,Found
0:23:09,38,31.7,83.5,Off,No,Found
0:23:10,38,31.7,83.2,Off,No,Found
0:23:11,38,31.7,82.9,Off,No,Found
0:23:12,38,31.7,83,Off,No,Found
0:23:13,38,31.7,83,Off,No,Found
0:23:14,38,31.8,82.9,Off,No,Found
0:23:15,38,31.8,83,Off,No,Found
0:23:16,38,31.8,82.9,Off,No,Found
0:23:17,38,31.8,82.7,Off,No,Found
0:23:18,38,31.8,82.6,Off,No,Found
0:23:19,38,31.8,82.6,Off,No,Found
0:23:20,38,31.8,82.5,Off,No,Found
0:23:21,38,31.8,82.5,Off,No,Found
0:23:22,38,31.8,82.5,Off,No,Found
0:23:23,38,31.9,82.5,Off,No,Found
0:23:24,38,31.9,82.4,Off,No,Found
0:23:25,38,31.9,82.4,Off,No,Found
0:23:26,38,31.9,82.2,Off,No,Found
0:23:27,38,31.9,82,Off,No,Found
0:23:28,38,32,82.2,Off,No,Found
0:23:29,38,32,82,Off,No,Found
0:23:30,38,32,82.1,Off,No,Found
0:23:31,39,32,82.1,Off,No,Found
0:23:32,38,32,81.9,Off,No,Found
0:23:33,38,32,81.7,Off,No,Found
0:23:34,38,32,81.9,Off,No,Found
0:23:35,38,32,82,Off,No,Found
0:23:36,38,32,82.1,Off,No,Found
0:23:37,38,32,82.1,Off,No,Found
0:23:38,38,32,82.1,Off,No,Found
0:23:39,38,32,82,Off,No,Found
0:23:40,38,32,81.8,Off,No,Found
0:23:41,38,32,81.6,Off,No,Found
0:23:42,38,32,81.9,Off,No,Found
0:23:43,38,32,81.9,Off,No,Found
0:23:44,38,32,82,Off,No,Found
0:23:45,38,32,82,Off,No,Found
0:23:46,38,32,81.9,Off,No,Found
0:23:47,38,32,81.8,Off,No,Found
0:23:48,38,32,82,Off,No,Found
0:23:49,38,32,81.9,Off,No,Found
0:23:50,39,32,82,Off,No,Found
0:23:51,38,32,82,Off,No,Found
0:23:52,39,32.1,82,Off,No,Found
0:23:53,38,32,82,Off,No,Found
0:23:54,38,32.1,81.8,Off,No,Found
0:23:55,38,32.1,82.1,Off,No,Found
0:23:56,38,32.1,82,Off,No,Found
0:23:57,38,32.1,82,Off,No,Found
0:23:58,38,32.1,82,Off,No,Found
0:23:59,38,32.1,81.9,Off,No,Found
0:24:00,38,32.1,82,Off,No,Found
0:24:01,38,32.1,82,Off,No,Found
0:24:02,38,32.1,82.1,Off,No,Found
0:24:03,39,32.1,82,Off,No,Found
0:24:04,38,32.1,82.1,Off,No,Found
0:24:05,38,32.1,82,Off,No,Found
0:24:06,39,32.1,82,Off,No,Found
0:24:07,38,32.1,82,Off,No,Found
0:24:08,38,32.1,82,Off,No,Found
0:24:09,38,32.1,82,Off,No,Found
0:24:10,38,32.1,81.9,Off,No,Found
0:24:11,38,32.1,82.1,Off,No,Found
0:24:12,38,32.1,81.9,Off,No,Found
0:24:13,38,32.1,81.9,Off,No,Found
0:24:14,38,32.2,81.7,Off,No,Found
0:24:15,38,32.2,82,Off,No,Found
0:24:16,38,32.2,81.9,Off,No,Found
0:24:17,38,32.2,81.9,Off,No,Found
0:24:18,38,32.2,81.8,Off,No,Found
0:24:19,38,32.2,81.7,Off,No,Found
0:24:20,38,32.2,81.7,Off,No,Found
0:24:21,38,32.2,81.7,Off,No,Found
0:24:22,38,32.2,81.4,Off,No,Found
0:24:23,38,32.2,81.6,Off,No,Found
0:24:24,38,32.2,81.8,Off,No,Found
0:24:25,38,32.2,81.7,Off,No,Found
0:24:26,38,32.2,81.5,Off,No,Found
0:24:27,38,32.2,81.5,Off,No,Found
0:24:28,38,32.2,81.5,Off,No,Found
0:24:29,38,32.2,81.6,Off,No,Found
0:24:30,38,32.2,81.6,Off,No,Found
0:24:31,38,32.2,81.4,Off,No,Found
0:24:32,38,32.2,81.9,Off,No,Found
0:24:33,38,32.2,81.7,Off,No,Found
0:24:34,38,32.2,81.4,Off,No,Found
0:24:35,38,32.2,81.3,Off,No,Found
0:24:36,39,32.2,81.2,Off,No,Found
0:24:37,38,32.2,81.2,Off,No,Found
0:24:38,38,32.3,81.1,Off,No,Found
0:24:39,38,32.2,81.1,Off,No,Found
0:24:40,38,32.3,81.3,Off,No,Found
0:24:41,38,32.3,81.2,Off,No,Found
0:24:42,38,32.2,81.3,Off,No,Found
0:24:43,38,32.3,81.3,Off,No,Found
0:24:44,38,32.3,80.8,Off,No,Found
0:24:45,38,32.3,81.1,Off,No,Found
0:24:46,38,32.3,81.2,Off,No,Found
0:24:47,38,32.3,81.3,Off,No,Found
0:24:48,38,32.3,81.4,Off,No,Found
0:24:49,38,32.3,81.1,Off,No,Found
0:24:50,38,32.3,81.2,Off,No,Found
0:24:51,38,32.3,80.8,Off,No,Found
0:24:52,38,32.3,80.8,Off,No,Found
0:24:53,38,32.3,80.8,Off,No,Found
0:24:54,38,32.3,80.9,Off,No,Found
0:24:55,38,32.3,80.8,Off,No,Found
0:24:56,38,32.3,80.6,Off,No,Found
0:24:57,38,32.3,80.8,Off,No,Found
0:24:58,38,32.3,80.8,Off,No,Found
0:24:59,38,32.3,80.8,Off,No,Found
0:25:00,38,32.3,80.9,Off,No,Found
0:25:01,38,32.3,80.7,Off,No,Found
0:25:02,38,32.3,80.8,Off,No,Found
0:25:03,38,32.3,80.7,Off,No,Found
0:25:04,38,32.3,80.6,Off,No,Found
0:25:05,38,32.3,80.6,Off,No,Found
0:25:06,38,32.3,80.7,Off,No,Found
0:25:07,38,32.3,80.6,Off,No,Found
0:25:08,38,32.4,80.8,Off,No,Found
0:25:09,38,32.3,80.7,Off,No,Found
0:25:10,38,32.4,80.7,Off,No,Found
0:25:11,38,32.3,80.8,Off,No,Found
0:25:12,38,32.3,80.8,Off,No,Found
0:25:13,38,32.3,80.8,Off,No,Found
0:25:14,38,32.3,80.8,Off,No,Found
0:25:15,39,32.3,80.9,Off,No,Found
0:25:16,38,32.3,80.8,Off,No,Found
0:25:17,39,32.3,80.9,Off,No,Found
0:25:18,38,32.3,80.8,Off,No,Found
0:25:19,38,32.3,80.8,Off,No,Found
0:25:20,38,32.4,80.7,Off,No,Found
0:25:21,38,32.4,80.8,Off,No,Found
0:25:22,38,32.4,81,Off,No,Found
0:25:23,38,32.4,80.9,Off,No,Found
0:25:24,38,32.4,80.9,Off,No,Found
0:25:25,38,32.4,80.9,Off,No,Found
0:25:26,38,32.4,80.8,Off,No,Found
0:25:27,39,32.4,80.9,Off,No,Found
0:25:28,38,32.4,80.8,Off,No,Found
0:25:29,38,32.4,80.9,Off,No,Found
0:25:30,39,32.4,81.2,Off,No,Found
0:25:31,38,32.3,81.1,Off,No,Found
0:25:32,38,32.4,80.8,Off,No,Found
0:25:33,38,32.4,80.9,Off,No,Found
0:25:34,38,32.4,80.7,Off,No,Found
0:25:35,38,32.4,80.9,Off,No,Found
0:25:36,38,32.4,80.8,Off,No,Found
0:25:37,38,32.4,81,Off,No,Found
0:25:38,38,32.4,80.9,Off,No,Found
0:25:39,38,32.4,80.9,Off,No,Found
0:25:40,38,32.4,80.7,Off,No,Found
0:25:41,38,32.4,80.5,Off,No,Found
0:25:42,38,32.4,80.5,Off,No,Found
0:25:43,38,32.4,80.6,Off,No,Found
0:25:44,38,32.4,80.7,Off,No,Found
0:25:45,38,32.5,80.9,Off,No,Found
0:25:46,38,32.5,80.5,Off,No,Found
0:25:47,38,32.4,80.6,Off,No,Found
0:25:48,38,32.5,80.4,Off,No,Found
0:25:49,38,32.5,80.6,Off,No,Found
0:25:50,38,32.5,80.4,Off,No,Found
0:25:51,38,32.5,80.7,Off,No,Found
0:25:52,38,32.5,80.4,Off,No,Found
0:25:53,38,32.5,80.4,Off,No,Found
0:25:54,38,32.5,80.5,Off,No,Found
0:25:55,38,32.5,80.5,Off,No,Found
0:25:56,38,32.5,80.4,Off,No,Found
0:25:57,38,32.5,80.4,Off,No,Found
0:25:58,38,32.5,80.5,Off,No,Found
0:25:59,38,32.5,80.6,Off,No,Found
0:26:00,38,32.5,80.5,Off,No,Found
0:26:01,38,32.5,80.5,Off,No,Found
0:26:02,38,32.5,80.5,Off,No,Found
0:26:03,38,32.5,80.3,Off,No,Found
0:26:04,38,32.5,80.1,Off,No,Found
0:26:05,38,32.5,80,Off,No,Found
0:26:06,38,32.6,80.1,Off,No,Found
0:26:07,38,32.6,79.9,Off,No,Found
0:26:08,38,32.6,80.1,Off,No,Found
0:26:09,38,32.6,80.1,Off,No,Found
0:26:10,38,32.6,80,Off,No,Found
0:26:11,38,32.6,80.1,Off,No,Found
0:26:12,38,32.6,80.1,Off,No,Found
0:26:13,38,32.6,80.3,Off,No,Found
0:26:14,38,32.6,80.2,Off,No,Found
0:26:15,38,32.6,80.3,Off,No,Found
0:26:16,38,32.6,79.9,Off,No,Found
0:26:17,38,32.7,80.2,Off,No,Found
0:26:18,38,32.7,79.9,Off,No,Found
0:26:19,38,32.7,80.1,Off,No,Found
0:26:20,38,32.7,79.8,Off,No,Found
0:26:21,38,32.7,79.7,Off,No,Found
0:26:22,38,32.7,79.7,Off,No,Found
0:26:23,38,32.7,79.5,Off,No,Found
0:26:24,38,32.7,79.3,Off,No,Found
0:26:25,38,32.7,79.3,Off,No,Found
0:26:26,38,32.8,79.1,Off,No,Found
0:26:27,38,32.7,79,Off,No,Found
0:26:28,38,32.7,79.1,Off,No,Found
0:26:29,38,32.8,79.1,Off,No,Found
0:26:30,38,32.7,79,Off,No,Found
0:26:31,38,32.7,79.2,Off,No,Found
0:26:32,38,32.7,79.1,Off,No,Found
0:26:33,38,32.7,79.1,Off,No,Found
0:26:34,38,32.7,79.3,Off,No,Found
0:26:35,38,32.6,79.5,Off,No,Found
0:26:36,38,32.6,79.4,Off,No,Found
0:26:37,38,32.6,79.5,Off,No,Found
0:26:38,38,32.6,79.5,Off,No,Found
0:26:39,38,32.5,79.6,Off,No,Found
0:26:40,38,32.5,79.8,Off,No,Found
0:26:41,38,32.5,79.8,Off,No,Found
0:26:42,38,32.5,79.9,Off,No,Found
0:26:43,38,32.5,80.1,Off,No,Found
0:26:44,38,32.5,80.1,Off,No,Found
0:26:45,38,32.5,80,Off,No,Found
0:26:46,38,32.4,80.1,Off,No,Found
0:26:47,38,32.4,80.2,Off,No,Found
0:26:48,38,32.4,80.2,Off,No,Found
0:26:49,38,32.4,80.5,Off,No,Found
0:26:50,38,32.4,80.6,Off,No,Found
0:26:51,38,32.3,80.6,Off,No,Found
0:26:52,38,32.3,80.8,Off,No,Found
0:26:53,38,32.3,80.9,Off,No,Found
0:26:54,38,32.3,81,Off,No,Found
0:26:55,38,32.3,81,Off,No,Found
0:26:56,38,32.3,80.9,Off,No,Found
0:26:57,38,32.3,81.1,Off,No,Found
0:26:58,38,32.2,81.2,Off,No,Found
0:26:59,38,32.3,81.2,Off,No,Found
0:27:00,38,32.2,81.4,Off,No,Found
0:27:01,38,32.2,81.5,Off,No,Found
0:27:02,38,32.3,81.4,Off,No,Found
0:27:03,38,32.2,81.3,Off,No,Found
0:27:04,38,32.2,81.3,Off,No,Found
0:27:05,38,32.2,81.1,Off,No,Found
0:27:06,38,32.2,81.3,Off,No,Found
0:27:07,38,32.2,81.2,Off,No,Found
0:27:08,38,32.2,80.8,Off,No,Found
0:27:09,38,32.2,80.9,Off,No,Found
0:27:10,38,32.3,81,Off,No,Found
0:27:11,38,32.2,81.1,Off,No,Found
0:27:12,38,32.2,81.4,Off,No,Found
0:27:13,38,32.2,81.4,Off,No,Found
0:27:14,38,32.2,81.4,Off,No,Found
0:27:15,38,32.3,81.4,Off,No,Found
0:27:16,38,32.2,81.3,Off,No,Found
0:27:17,38,32.2,81.4,Off,No,Found
0:27:18,38,32.2,81.5,Off,No,Found
0:27:19,38,32.2,81.2,Off,No,Found
0:27:20,38,32.3,81.5,Off,No,Found
0:27:21,38,32.2,81.5,Off,No,Found
0:27:22,38,32.2,81.4,Off,No,Found
0:27:23,38,32.2,81.2,Off,No,Found
0:27:24,38,32.2,81.5,Off,No,Found
0:27:25,38,32.2,81.5,Off,No,Found
0:27:26,38,32.2,81.3,Off,No,Found
0:27:27,38,32.2,81.3,Off,No,Found
0:27:28,38,32.1,81.5,Off,No,Found
0:27:29,38,32.1,81.3,Off,No,Found
0:27:30,38,32.1,81.4,Off,No,Found
0:27:31,38,32.1,81.6,Off,No,Found
0:27:32,38,32.1,81.4,Off,No,Found
0:27:33,38,32.1,81.4,Off,No,Found
0:27:34,38,32.1,81.2,Off,No,Found
0:27:35,38,32.1,81.3,Off,No,Found
0:27:36,38,32.1,81.4,Off,No,Found
0:27:37,38,32.1,81.6,Off,No,Found
0:27:38,38,32,81.8,Off,No,Found
0:27:39,38,32,81.8,Off,No,Found
0:27:40,38,32,81.7,Off,No,Found
0:27:41,38,32,81.6,Off,No,Found
0:27:42,38,32,81.9,Off,No,Found
0:27:43,38,31.9,81.5,Off,No,Found
0:27:44,38,31.9,81.8,Off,No,Found
0:27:45,38,31.9,81.9,Off,No,Found
0:27:46,38,31.9,82.1,Off,No,Found
0:27:47,38,31.8,82.1,Off,No,Found
0:27:48,38,31.8,82.4,Off,No,Found
0:27:49,38,31.8,82.5,Off,No,Found
0:27:50,38,31.8,82.4,Off,No,Found
0:27:51,38,31.8,82.6,Off,No,Found
0:27:52,38,31.8,82.7,Off,No,Found
0:27:53,38,31.8,82.6,Off,No,Found
0:27:54,38,31.8,82.7,Off,No,Found
0:27:55,38,31.8,82.5,Off,No,Found
0:27:56,38,31.8,82.6,Off,No,Found
0:27:57,38,31.8,82.6,Off,No,Found
0:27:58,38,31.8,82.8,Off,No,Found
0:27:59,38,31.8,82.9,Off,No,Found
0:28:00,38,31.8,82.7,Off,No,Found
0:28:01,38,31.8,82.6,Off,No,Found
